Unnamed: 0,id,Gender,Customer Type,Age,Type of Travel,Class,Flight Distance,Inflight wifi service,Departure/Arrival time convenient,Ease of Online booking,Gate location,Food and drink,Online boarding,Seat comfort,Inflight entertainment,On-board service,Leg room service,Baggage handling,Checkin service,Inflight service,Cleanliness,Departure Delay in Minutes,Arrival Delay in Minutes
7608,64778,Male,Loyal Customer,38,Business travel,Business,282,0,0,0,3,3,4,5,1,1,1,1,4,1,4,0,0.0
18531,104812,Male,Loyal Customer,68,Personal Travel,Eco,587,2,3,2,4,1,2,5,1,4,4,5,3,1,1,0,18.0
8688,19594,Male,Loyal Customer,15,Personal Travel,Eco,160,2,1,2,3,5,2,5,5,1,4,4,1,4,5,0,0.0
2209,63420,Female,Loyal Customer,49,Personal Travel,Eco,447,4,5,4,2,5,5,5,2,2,4,3,3,2,3,0,0.0
3706,18215,Female,Loyal Customer,28,Business travel,Business,137,2,1,1,1,2,2,2,2,3,5,3,2,3,2,0,10.0
14584,24267,Male,Loyal Customer,56,Personal Travel,Eco,147,3,3,3,4,2,3,2,2,1,4,3,4,3,2,58,44.0
8786,122807,Male,Loyal Customer,13,Personal Travel,Eco,599,3,3,3,4,2,3,2,2,1,5,4,3,1,2,8,0.0
13802,87878,Male,disloyal Customer,33,Business travel,Business,214,4,4,4,4,4,4,4,4,4,2,3,4,3,4,39,30.0
283,13221,Male,Loyal Customer,41,Business travel,Eco,772,4,3,3,3,4,4,4,4,2,1,4,4,3,4,0,0.0
12210,12531,Male,disloyal Customer,45,Business travel,Eco,788,2,2,2,4,2,2,1,2,4,4,5,1,1,2,0,0.0
16735,20525,Female,disloyal Customer,35,Business travel,Eco,533,3,5,3,3,1,3,1,1,5,4,4,3,4,1,0,0.0
13510,40863,Female,Loyal Customer,36,Personal Travel,Eco,588,5,5,5,5,2,5,2,2,3,2,5,5,4,2,0,0.0
24221,100273,Female,Loyal Customer,47,Business travel,Business,3901,2,2,2,2,2,5,4,5,5,5,5,5,5,3,0,0.0
21546,57299,Female,Loyal Customer,43,Business travel,Business,1972,3,3,3,3,3,4,4,2,2,2,2,3,2,5,20,6.0
11924,12161,Female,disloyal Customer,30,Business travel,Eco,986,3,2,2,1,3,2,3,3,5,5,5,4,5,3,0,0.0
24006,126812,Male,disloyal Customer,24,Business travel,Eco,2296,4,4,4,4,4,4,4,4,5,5,4,5,4,4,0,0.0
7417,48364,Female,Loyal Customer,72,Business travel,Business,522,1,0,0,4,1,4,3,3,3,0,1,3,3,3,0,0.0
2463,12092,Female,Loyal Customer,54,Business travel,Business,1034,3,2,2,2,3,4,4,3,3,3,3,2,3,2,0,16.0
4966,63457,Male,Loyal Customer,55,Business travel,Business,447,4,4,4,4,5,5,5,5,5,5,5,4,5,5,0,0.0
1668,81544,Male,Loyal Customer,65,Personal Travel,Eco,1124,2,1,2,3,3,2,3,3,2,4,3,2,3,3,0,0.0
4707,99642,Female,Loyal Customer,29,Business travel,Business,1670,4,4,4,4,4,4,4,4,5,3,4,3,4,4,0,10.0
13294,21640,Female,Loyal Customer,52,Personal Travel,Eco,780,2,2,2,1,5,1,1,1,1,2,1,2,1,4,1,0.0
20506,126704,Female,Loyal Customer,58,Business travel,Business,2370,4,4,4,4,3,5,4,4,4,4,4,5,4,5,3,0.0
21997,2638,Female,Loyal Customer,43,Business travel,Business,1557,4,4,4,4,2,5,4,4,4,4,4,5,4,4,0,0.0
1710,73607,Male,disloyal Customer,21,Business travel,Eco,204,5,0,5,1,4,5,4,4,5,4,5,4,4,4,0,0.0
19617,94431,Female,Loyal Customer,62,Business travel,Business,239,2,3,3,3,2,3,3,2,2,3,2,3,2,4,0,0.0
3316,79842,Male,disloyal Customer,36,Business travel,Business,950,3,3,3,5,5,3,5,5,3,5,5,5,4,5,0,10.0
14070,59832,Male,disloyal Customer,23,Business travel,Eco,1023,1,1,1,2,2,1,2,2,5,2,5,5,5,2,0,0.0
13129,121458,Female,Loyal Customer,63,Business travel,Business,257,1,1,1,1,2,5,3,5,5,5,5,1,5,5,0,0.0
2404,78357,Female,Loyal Customer,49,Business travel,Business,1927,2,2,1,2,4,4,5,5,5,5,5,4,5,3,0,0.0
22554,53804,Male,Loyal Customer,50,Business travel,Eco,140,4,5,5,5,4,4,4,4,4,3,2,5,1,4,16,11.0
6607,3170,Female,disloyal Customer,21,Business travel,Eco,585,5,2,5,2,4,5,4,4,5,5,4,3,4,4,9,51.0
12578,13156,Female,Loyal Customer,31,Personal Travel,Eco,562,4,5,4,2,2,4,2,2,4,2,5,5,5,2,39,28.0
10132,10240,Female,Loyal Customer,19,Personal Travel,Business,667,5,5,5,4,5,5,5,5,5,3,4,5,5,5,14,0.0
6149,88944,Female,disloyal Customer,25,Business travel,Business,1199,3,4,3,3,5,3,5,5,4,3,4,5,4,5,0,0.0
10104,31819,Female,Loyal Customer,55,Business travel,Business,2762,3,3,3,3,5,5,5,3,4,4,4,5,4,5,0,0.0
15999,125645,Male,Loyal Customer,41,Business travel,Business,1555,5,5,5,5,3,4,5,5,5,5,5,4,5,4,0,0.0
15139,35513,Female,Loyal Customer,43,Personal Travel,Eco,1076,1,5,1,3,4,5,5,2,2,1,2,4,2,4,0,0.0
6508,129267,Female,Loyal Customer,59,Business travel,Eco,2521,2,2,4,4,5,2,4,2,2,2,2,3,2,1,0,0.0
15388,81110,Male,disloyal Customer,24,Business travel,Eco,991,1,1,1,3,5,1,5,5,5,4,4,4,5,5,0,0.0
8797,41157,Male,Loyal Customer,46,Personal Travel,Eco,667,2,1,2,3,1,2,4,1,4,5,4,1,3,1,5,1.0
3108,94487,Female,disloyal Customer,26,Business travel,Business,239,4,0,4,1,3,4,3,3,3,4,4,4,5,3,2,0.0
5312,103154,Female,disloyal Customer,37,Business travel,Business,491,5,4,4,4,3,4,3,3,5,4,4,5,5,3,17,25.0
6600,112817,Female,disloyal Customer,46,Business travel,Business,1211,3,3,3,3,3,3,3,3,4,5,5,3,4,3,9,0.0
12308,63305,Male,Loyal Customer,28,Business travel,Business,2901,3,4,4,4,3,3,3,3,4,5,2,4,1,3,24,35.0
20505,41217,Male,Loyal Customer,10,Personal Travel,Eco,1174,3,4,3,3,3,3,3,3,3,5,4,1,4,3,0,0.0
20302,10562,Female,disloyal Customer,26,Business travel,Business,429,2,0,2,5,4,2,4,4,4,4,4,5,4,4,42,40.0
5500,12582,Male,Loyal Customer,60,Business travel,Business,1723,1,1,1,1,1,2,4,5,5,5,5,3,5,1,0,0.0
17463,109362,Male,Loyal Customer,50,Business travel,Business,1189,1,1,1,1,2,5,5,4,4,4,4,5,4,5,26,20.0
8406,4149,Male,Loyal Customer,39,Business travel,Business,2413,4,5,5,5,5,2,3,4,4,4,4,4,4,4,0,20.0
7071,4318,Male,disloyal Customer,20,Business travel,Business,589,0,4,0,4,4,0,4,4,4,3,4,4,4,4,0,0.0
10544,75000,Male,Loyal Customer,62,Personal Travel,Eco Plus,2454,1,5,1,3,4,1,4,4,5,4,3,4,4,4,50,92.0
6481,56453,Female,Loyal Customer,63,Personal Travel,Eco,719,1,4,1,2,4,4,5,5,5,1,4,4,5,5,0,0.0
22549,89379,Male,Loyal Customer,49,Business travel,Business,134,5,5,4,5,4,4,5,4,4,4,4,4,4,5,6,0.0
22304,120073,Female,Loyal Customer,49,Business travel,Business,683,5,5,5,5,2,4,5,4,4,4,4,3,4,5,0,0.0
6293,42854,Female,Loyal Customer,49,Personal Travel,Eco,328,1,1,3,2,2,4,5,3,3,3,3,5,3,5,9,16.0
20246,56085,Male,Loyal Customer,64,Business travel,Eco Plus,2586,3,1,1,1,3,2,2,1,1,4,4,2,4,2,6,9.0
14053,119694,Female,disloyal Customer,28,Business travel,Business,1325,4,4,4,3,4,4,4,4,5,4,4,5,5,4,42,29.0
20418,41678,Female,Loyal Customer,46,Personal Travel,Eco,347,1,4,3,3,5,5,5,3,3,3,3,5,3,5,0,11.0
12534,42368,Female,Loyal Customer,27,Personal Travel,Eco,329,3,5,5,2,4,5,4,4,2,5,5,5,5,4,27,12.0
12230,4105,Female,Loyal Customer,24,Business travel,Business,2048,2,2,5,2,4,4,4,4,5,3,5,3,4,4,0,25.0
6419,42376,Female,Loyal Customer,44,Personal Travel,Eco,550,1,2,1,4,4,3,3,4,4,1,4,3,4,2,51,
17544,46976,Male,Loyal Customer,18,Personal Travel,Eco,776,4,3,4,3,3,4,3,3,3,5,3,4,4,3,0,0.0
23854,95543,Male,Loyal Customer,31,Personal Travel,Eco Plus,192,3,5,3,3,1,3,1,1,4,2,4,4,4,1,19,4.0
14264,17401,Male,Loyal Customer,45,Business travel,Eco,351,3,2,2,2,3,3,3,1,3,1,3,3,1,3,189,182.0
4884,43980,Male,Loyal Customer,53,Business travel,Eco,411,4,5,5,5,4,4,4,4,2,1,2,1,2,4,0,0.0
2790,100598,Male,disloyal Customer,24,Business travel,Eco,718,1,1,1,3,5,1,5,5,4,5,4,4,5,5,28,22.0
19413,107474,Female,Loyal Customer,29,Business travel,Business,711,5,5,5,5,3,4,3,3,5,2,4,3,4,3,0,0.0
6003,68084,Female,Loyal Customer,27,Business travel,Business,1624,5,5,5,5,3,3,3,3,3,4,4,3,5,3,35,27.0
2905,80605,Male,Loyal Customer,58,Business travel,Business,1983,5,5,5,5,5,4,5,5,5,5,5,5,5,3,0,0.0
17797,111366,Male,Loyal Customer,56,Business travel,Business,3700,4,4,5,4,4,4,4,5,5,5,5,5,5,4,8,3.0
10272,120854,Male,Loyal Customer,31,Personal Travel,Business,1013,2,1,2,3,1,2,1,1,4,4,3,2,2,1,0,0.0
4438,86546,Male,Loyal Customer,44,Business travel,Business,1578,4,4,3,4,5,4,5,5,5,5,5,4,5,5,57,47.0
7724,80059,Female,Loyal Customer,59,Personal Travel,Eco,1089,5,2,5,4,2,4,4,2,2,2,2,4,2,3,0,0.0
15665,122311,Female,disloyal Customer,28,Business travel,Business,541,3,3,3,3,3,3,4,3,4,2,4,5,5,3,1,6.0
19327,63453,Male,Loyal Customer,47,Business travel,Business,447,1,1,1,1,4,4,5,5,5,5,5,4,5,5,40,29.0
